FID,altkleider,url_altkleider,dosen,url_dosen,glas_braun,glas_gruen,glas_weiss,url_glas,kunststoff,url_kunststoff,adresse,shape
awm_container_opendata.125,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Berner Str. 98a,POINT (685496.5529007134 5329893.32109833)
awm_container_opendata.126,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Arnpeckstraße 13,POINT (690962.5874008244 5329923.966198021)
awm_container_opendata.127,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Heidestr. 12,POINT (697697.0343009789 5329952.839997543)
awm_container_opendata.128,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Rudolf-Vogel-Bogen 4,POINT (696866.7894009586 5330001.926197609)
awm_container_opendata.129,,,1,dsd@wittmann.de,,,,,1,dsd@wittmann.de,Therese-Giehse-Allee 38,POINT (696719.732400955 5330039.3409976205)
awm_container_opendata.130,1,awm@muenchen.de,,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Schaffhauser Straße 8,POINT (685964.8300007223 5330219.528098305)
awm_container_opendata.131,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Rupert-Mayer-Str. 44,POINT (688905.1692007812 5330079.546598146)
awm_container_opendata.132,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Karolingerallee 28,POINT (690547.0783008158 5330092.844998047)
awm_container_opendata.133,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Oberbiberger Str. 44,POINT (692043.4068008477 5330097.348797952)
awm_container_opendata.134,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Schwanseestr. 70,POINT (693351.6147008766 5330959.1430978635)
awm_container_opendata.135,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Hohenschwangaustr. 18,POINT (692895.6170008664 5330990.664897894)
awm_container_opendata.136,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Pfaffenwinkel 10,POINT (687765.8329007578 5331033.454398207)
awm_container_opendata.137,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Scharfreiterpl. 36,POINT (693130.5341008716 5331085.268597877)
awm_container_opendata.138,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Ottobrunner Str. 105,POINT (695467.8682009252 5331106.48269771)
awm_container_opendata.139,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Pullacher Pl. 6,POINT (689346.2326007901 5331119.468798118)
awm_container_opendata.140,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Schäftlarnstr. 140b,POINT (689646.9701007963 5331125.3445981)
awm_container_opendata.141,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Görzer Str. 93a,POINT (694338.001000899 5331127.496897793)
awm_container_opendata.142,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Jakob-Kaiser-Straße 10,POINT (696581.7042009515 5331147.151197628)
awm_container_opendata.143,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Adenauerring 4,POINT (696320.2352009453 5331147.656797648)
awm_container_opendata.144,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Döderleinstr. 8,POINT (688191.4585007664 5331157.289298184)
awm_container_opendata.145,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Holsteiner Straße 6,POINT (686763.8796007377 5331171.543898262)
awm_container_opendata.146,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Trifelsstr. 1,POINT (693301.9509008754 5332150.627197863)
awm_container_opendata.147,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Gaißacher Str. 29,POINT (689390.6245007908 5332153.201498113)
awm_container_opendata.148,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Esswurmstr. 12,POINT (689521.2674007935 5332181.352498104)
awm_container_opendata.149,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Corinthstr. 11,POINT (697242.1740009671 5332188.260297575)
awm_container_opendata.150,2,awm@muenchen.de,,,1,1,1,depotcontainer-muenchen@remondis.de ,,,Gerhardstr. 29,POINT (690966.953700824 5332208.324898017)
awm_container_opendata.151,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Arzbacher Straße 2,POINT (689939.1390008032 5332211.127798079)
awm_container_opendata.152,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Wackersberger Str. 15,POINT (689840.3806008 5332219.6417980855)
awm_container_opendata.153,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Herrenchiemseestr. 2,POINT (694484.3883009021 5332230.945897782)
awm_container_opendata.154,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Mädelegabelstr. 117,POINT (698278.0946009924 5332246.202697489)
awm_container_opendata.155,2,awm@muenchen.de,1,dsd@wittmann.de,1,,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Herrenchiemseestr. 44,POINT (694120.6471008937 5332248.935197807)
awm_container_opendata.156,1,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Deisenhofener Straße 16a,POINT (692162.6239008501 5332256.101997939)
awm_container_opendata.157,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Marbachstr. 5,POINT (688719.902800777 5332275.980698152)
awm_container_opendata.158,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Reutberger Str. 18,POINT (689741.9922007981 5332286.563698092)
awm_container_opendata.159,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Am Wiesenhang 13,POINT (684820.2796007001 5331629.060598363)
awm_container_opendata.160,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Waldgartenstr. 9,POINT (684583.8658006958 5331672.199398374)
awm_container_opendata.161,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Pfingstrosenstr. 1,POINT (685604.2906007151 5331676.110398322)
awm_container_opendata.162,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Plettstr. 44,POINT (696465.4777009487 5331682.026097635)
awm_container_opendata.163,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Adolf-Baeyer-Damm 24,POINT (696041.7943009386 5331700.929597668)
awm_container_opendata.164,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Thalkirchner Straße 153,POINT (689587.320300795 5331702.054298103)
awm_container_opendata.165,1,awm@muenchen.de,,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,4,depotcontainer-muenchen@remondis.de ,Konrad-Celtis-Straße 66,POINT (688033.8062007641 5331731.099498191)
awm_container_opendata.166,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Sintpertstr. 4,POINT (692691.1344008617 5331716.687397906)
awm_container_opendata.167,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Adelholzener Str. 2,POINT (694074.6655008928 5331746.567597812)
awm_container_opendata.168,,,1,dsd@wittmann.de,,,,,1,dsd@wittmann.de,Kurt-Eisner-Str. 1a,POINT (697464.6449009725 5331752.7738975575)
awm_container_opendata.169,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Würmtalstr. 10,POINT (685960.1710007219 5331770.699198305)
awm_container_opendata.170,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Ettalstr. 2,POINT (687132.684400745 5331961.346298242)
awm_container_opendata.171,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Stahleckpl. 4,POINT (685970.8421007222 5332002.169198303)
awm_container_opendata.172,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Waldhüterstr. 42,POINT (683606.8077006775 5332003.5750984205)
awm_container_opendata.173,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Demleitnerstr. 23,POINT (689418.5393007913 5332004.648698111)
awm_container_opendata.174,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Albert-Roßhaupter-Str. 136,POINT (687532.8641007529 5332027.959998219)
awm_container_opendata.175,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Waldschulstr. 17,POINT (700378.4095010451 5332034.920797314)
awm_container_opendata.176,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Schlierseestr. 46,POINT (692966.6197008679 5332092.601297885)
awm_container_opendata.177,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Würmtalstr. 144,POINT (684234.651000689 5332092.55699839)
awm_container_opendata.178,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Sachsenkamstr. 21,POINT (688058.5943007634 5332105.588998188)
awm_container_opendata.179,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,2,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Waterbergstr. 12b,POINT (701292.6185010688 5332106.305697232)
awm_container_opendata.180,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Staudingerstr. 5,POINT (695761.6247009318 5332129.818897688)
awm_container_opendata.181,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Dudenstr. 11,POINT (688856.4289007798 5332141.337298144)
awm_container_opendata.182,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Holzapfelkreuther Str. 8,POINT (685374.5764007106 5332149.116598333)
awm_container_opendata.183,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Karl-Marx-Ring 46,POINT (697754.1632009796 5331791.659997533)
awm_container_opendata.184,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Engelhardstr. 29,POINT (688948.1023007818 5331822.425298139)
awm_container_opendata.185,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Marbachstr. 20,POINT (688727.1437007773 5331834.403698151)
awm_container_opendata.186,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,2,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Friedrich-Hebbel-Str. 4,POINT (688027.265900763 5331861.93929819)
awm_container_opendata.187,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Brudermühlstr. 44,POINT (689491.5019007929 5331868.747098106)
awm_container_opendata.188,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Hans-Grässel-Weg 26,POINT (685876.0817007204 5331880.154598309)
awm_container_opendata.189,,,1,dsd@wittmann.de,1,,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Frauenchiemseestraße 35,POINT (694245.0727008968 5331895.049897798)
awm_container_opendata.190,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Staudingerstr. 66,POINT (696455.4707009483 5331900.383897636)
awm_container_opendata.191,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Maikammerer Str. 10,POINT (693584.2318008816 5331900.997097845)
awm_container_opendata.192,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Staudingerstraße 56,POINT (696183.6552009418 5331914.757197656)
awm_container_opendata.193,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Luise-Kiesselbach-Pl. 5,POINT (687512.1759007525 5331924.896398219)
awm_container_opendata.194,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Etzwiesenstr. 3,POINT (697797.7804009807 5331933.867597531)
awm_container_opendata.195,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Daiserstr. 58,POINT (689335.4942007897 5332317.548598115)
awm_container_opendata.196,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Balanstr. 110,POINT (693703.6685008842 5332334.000497835)
awm_container_opendata.197,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Thalkirchner Str. 142,POINT (689925.9558008019 5332349.342198081)
awm_container_opendata.198,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Brecherspitzstr. 8,POINT (692728.7765008624 5332376.9721979005)
awm_container_opendata.199,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Wilramstraße 9,POINT (693830.861800887 5332391.029197824)
awm_container_opendata.200,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Heinrich-Wieland-Str. 88,POINT (696722.7530009546 5332408.241697612)
awm_container_opendata.201,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Guardinistr. 57,POINT (685593.5928007148 5332414.682098321)
awm_container_opendata.202,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Führichstr. 53,POINT (694581.4363009041 5332445.778297774)
awm_container_opendata.203,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Ludwig-Hunger-Str. 11,POINT (683638.317600678 5332447.740898418)
awm_container_opendata.204,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Valleystr. 42,POINT (689440.2652007916 5332448.144298108)
awm_container_opendata.205,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Karl-Witthalm-Str. 3,POINT (684872.8928007011 5332461.123198358)
awm_container_opendata.206,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Ehrwalder Str. 48,POINT (686997.5456007422 5332484.910298248)
awm_container_opendata.207,2,awm@muenchen.de,1,dsd@wittmann.de,,,,,1,dsd@wittmann.de,Himalajastr. 19,POINT (697828.3398009811 5332492.553397526)
awm_container_opendata.208,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Bodenehrstr. 16,POINT (688718.7637007767 5332495.88719815)
awm_container_opendata.209,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Sankt-Martin-Straße 35,POINT (692499.3355008573 5332496.159897916)
awm_container_opendata.210,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Wasserburger Landstr. 198,POINT (700841.348801057 5332521.137297269)
awm_container_opendata.211,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Claude-Lorrain-Str. 37,POINT (691231.6996008297 5332586.736198001)
awm_container_opendata.212,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,,,,,2,depotcontainer-muenchen@remondis.de ,Großhaderner Str. 31,POINT (684637.3287006965 5332598.0315983705)
awm_container_opendata.213,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Fernpaßstr. 27b,POINT (687631.1250007547 5332597.911098213)
awm_container_opendata.214,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Meier-Helmbrecht-Str. 12,POINT (686433.907800731 5332643.056098278)
awm_container_opendata.215,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,St.-Augustinus-Str. 26,POINT (697880.9212009825 5332649.514197522)
awm_container_opendata.216,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Sachsenstraße 25,POINT (691055.0489008259 5332652.909598011)
awm_container_opendata.217,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Stiftsbogen 9,POINT (685745.7803007177 5332655.701398312)
awm_container_opendata.218,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Zillertalstraße 35,POINT (688268.3319007676 5332656.792598177)
awm_container_opendata.219,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Pilgersheimer Straße 13,POINT (691625.9851008381 5332658.945797974)
awm_container_opendata.220,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Untersbergstraße 74,POINT (692332.9589008538 5331499.7176979305)
awm_container_opendata.221,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Bauernbräuweg 11,POINT (688721.0342007771 5331513.0754981525)
awm_container_opendata.222,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Otkerstr. 7c,POINT (691925.9492008451 5331513.795297956)
awm_container_opendata.223,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Sintpertstr. 15,POINT (692692.9327008617 5331514.176097906)
awm_container_opendata.224,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Nawiaskystr. 10,POINT (696192.2867009422 5331542.569397658)
awm_container_opendata.225,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Dietramszeller Straße 15,POINT (689613.0602007954 5331543.5453981)
awm_container_opendata.226,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Siegfried-Mollier-Straße ,POINT (697007.5641009616 5331545.991097595)
awm_container_opendata.227,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Hugo-Lang-Bogen 63,POINT (698197.1369009906 5331553.153597499)
awm_container_opendata.228,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Hofangerstr. 128,POINT (695585.6502009279 5331565.9703977015)
awm_container_opendata.229,,,,,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Quiddestr. 45,POINT (696274.826100944 5331593.3638976505)
awm_container_opendata.230,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Hans-Preißinger-Str. 16,POINT (690020.3116008041 5331611.9469980765)
awm_container_opendata.231,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Wettersteinpl. 1a,POINT (691733.1089008406 5331628.23169797)
awm_container_opendata.232,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Orleansstraße 21,POINT (693493.8988008791 5333581.299897848)
awm_container_opendata.233,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Enzenspergerstr. 1,POINT (692916.7664008662 5333599.025797885)
awm_container_opendata.234,,,1,depotcontainer-muenchen@remondis.de ,,,,,1,depotcontainer-muenchen@remondis.de ,Droste-Hülshoff-Straße 9,POINT (686587.5225007338 5333614.112598268)
awm_container_opendata.235,,,1,dsd@wittmann.de,1,2,2,depotcontainer-muenchen@remondis.de ,5,dsd@wittmann.de,Josef-Hagn-Str. 2,POINT (698780.3535010044 5333620.299197447)
awm_container_opendata.236,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Else-Rosenfeld-Str. 17,POINT (695988.6416009367 5333621.782797666)
awm_container_opendata.237,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Siegenburger Str. 105,POINT (687554.2581007531 5333622.953398215)
awm_container_opendata.238,,,,,,,,,,,Raublinger Str. 11,POINT (686918.2711007404 5333650.21459825)
awm_container_opendata.239,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Reindlstr. 2,POINT (686076.1740007239 5333655.686698294)
awm_container_opendata.240,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Hans-Fischer-Str. 12,POINT (689275.1543007881 5333667.732598116)
awm_container_opendata.241,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Silberdistelstraße 53,POINT (684424.8353006925 5333667.76349838)
awm_container_opendata.242,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Lothringer Straße 19,POINT (693348.7995008759 5333684.3439978575)
awm_container_opendata.243,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Joergstr. 88,POINT (685935.1931007212 5333701.2941983035)
awm_container_opendata.244,2,awm@muenchen.de,,,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Mühldorfstr. 39,POINT (694704.8236009069 5333704.467097761)
awm_container_opendata.245,,,1,dsd@wittmann.de,,,,,,,Altöttinger Straße 1,POINT (694792.0137009089 5333713.718297754)
awm_container_opendata.246,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Wardeinstr. 2,POINT (697696.4270009776 5333741.985797533)
awm_container_opendata.247,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Mühldorfstr. 26,POINT (694434.2219009006 5333742.76869778)
awm_container_opendata.248,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Eduard-Schmid-Str. 1,POINT (692148.6748008494 5333743.295497937)
awm_container_opendata.249,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Rablstr. 2,POINT (692607.1789008593 5333791.545697907)
awm_container_opendata.250,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Siegenburger Str. 111,POINT (687414.2279007502 5333792.431298223)
awm_container_opendata.251,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Schleibingerstr. 11,POINT (692799.1526008637 5333812.732197895)
awm_container_opendata.252,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Dornbergstr. 11,POINT (694792.1061009098 5333822.031597755)
